cellID	bio_celltype	layer
cell_type5_133	cell_type5	normal
cell_type5_134	cell_type5	normal
cell_type5_135	cell_type5	disease
cell_type5_136	cell_type5	disease
cell_type5_137	cell_type5	disease
cell_type5_138	cell_type5	disease
cell_type5_139	cell_type5	disease
cell_type5_140	cell_type5	disease
cell_type5_141	cell_type5	normal
cell_type5_142	cell_type5	disease
cell_type5_143	cell_type5	normal
cell_type5_144	cell_type5	normal
cell_type5_145	cell_type5	disease
cell_type5_146	cell_type5	disease
cell_type5_147	cell_type5	disease
cell_type5_148	cell_type5	disease
cell_type5_149	cell_type5	normal
cell_type5_150	cell_type5	disease
cell_type5_151	cell_type5	disease
cell_type5_152	cell_type5	disease
cell_type5_153	cell_type5	normal
cell_type5_154	cell_type5	disease
cell_type5_155	cell_type5	disease
cell_type5_156	cell_type5	disease
cell_type5_157	cell_type5	disease
cell_type5_158	cell_type5	disease
cell_type5_159	cell_type5	disease
cell_type5_160	cell_type5	normal
cell_type5_161	cell_type5	disease
cell_type5_162	cell_type5	disease
cell_type5_163	cell_type5	normal
cell_type5_164	cell_type5	disease
cell_type5_165	cell_type5	normal
cell_type5_166	cell_type5	disease
cell_type5_167	cell_type5	disease
cell_type5_168	cell_type5	normal
cell_type5_169	cell_type5	normal
cell_type5_170	cell_type5	disease
cell_type5_171	cell_type5	normal
cell_type5_172	cell_type5	disease
cell_type5_173	cell_type5	disease
cell_type5_174	cell_type5	disease
cell_type5_175	cell_type5	disease
cell_type5_176	cell_type5	disease
cell_type5_177	cell_type5	disease
cell_type5_178	cell_type5	disease
cell_type5_179	cell_type5	normal
cell_type5_180	cell_type5	normal
cell_type5_181	cell_type5	disease
cell_type5_182	cell_type5	disease
cell_type5_183	cell_type5	disease
cell_type5_184	cell_type5	normal
cell_type5_185	cell_type5	disease
cell_type5_186	cell_type5	disease
cell_type5_187	cell_type5	disease
cell_type5_188	cell_type5	disease
cell_type5_189	cell_type5	disease
cell_type5_190	cell_type5	normal
cell_type5_191	cell_type5	normal
cell_type5_192	cell_type5	disease
cell_type5_193	cell_type5	disease
cell_type5_194	cell_type5	disease
cell_type5_195	cell_type5	disease
cell_type5_196	cell_type5	disease
cell_type5_197	cell_type5	disease
cell_type5_198	cell_type5	normal
cell_type5_199	cell_type5	disease
cell_type5_200	cell_type5	disease
cell_type5_201	cell_type5	normal
cell_type5_202	cell_type5	disease
cell_type5_203	cell_type5	disease
cell_type5_204	cell_type5	normal
cell_type5_205	cell_type5	normal
cell_type5_206	cell_type5	disease
cell_type5_207	cell_type5	disease
cell_type5_208	cell_type5	disease
cell_type5_209	cell_type5	disease
cell_type5_210	cell_type5	disease
cell_type5_211	cell_type5	disease
cell_type5_212	cell_type5	disease
cell_type5_213	cell_type5	disease
cell_type5_214	cell_type5	disease
cell_type5_215	cell_type5	disease
cell_type5_216	cell_type5	disease
cell_type5_217	cell_type5	disease
cell_type5_218	cell_type5	normal
cell_type5_219	cell_type5	disease
cell_type5_220	cell_type5	normal
cell_type5_221	cell_type5	disease
cell_type5_222	cell_type5	disease
cell_type5_223	cell_type5	disease
cell_type5_224	cell_type5	disease
cell_type5_225	cell_type5	normal
cell_type5_226	cell_type5	disease
cell_type5_227	cell_type5	disease
cell_type5_228	cell_type5	disease
cell_type5_229	cell_type5	disease
cell_type5_230	cell_type5	disease
cell_type5_231	cell_type5	disease
cell_type5_232	cell_type5	normal
cell_type5_233	cell_type5	normal
cell_type5_234	cell_type5	normal
cell_type5_235	cell_type5	normal
cell_type5_236	cell_type5	disease
cell_type5_237	cell_type5	disease
cell_type5_238	cell_type5	disease
cell_type5_239	cell_type5	disease
cell_type5_240	cell_type5	disease
cell_type5_241	cell_type5	disease
cell_type5_242	cell_type5	disease
cell_type5_243	cell_type5	disease
cell_type5_244	cell_type5	normal
cell_type5_245	cell_type5	disease
cell_type5_246	cell_type5	normal
cell_type5_247	cell_type5	normal
cell_type5_248	cell_type5	disease
cell_type5_249	cell_type5	normal
cell_type5_250	cell_type5	disease
cell_type5_251	cell_type5	normal
cell_type5_252	cell_type5	disease
cell_type5_253	cell_type5	disease
cell_type5_254	cell_type5	normal
cell_type5_255	cell_type5	disease
cell_type5_256	cell_type5	normal
cell_type5_257	cell_type5	normal
cell_type5_258	cell_type5	disease
cell_type5_259	cell_type5	disease
cell_type5_260	cell_type5	disease
cell_type5_261	cell_type5	disease
cell_type5_262	cell_type5	disease
cell_type5_263	cell_type5	disease
cell_type5_264	cell_type5	normal
cell_type5_265	cell_type5	normal
cell_type5_266	cell_type5	disease
cell_type5_267	cell_type5	normal
cell_type5_268	cell_type5	normal
cell_type5_269	cell_type5	normal
cell_type5_270	cell_type5	disease
cell_type5_271	cell_type5	disease
cell_type5_272	cell_type5	normal
cell_type5_273	cell_type5	disease
cell_type5_274	cell_type5	disease
cell_type5_275	cell_type5	disease
cell_type5_276	cell_type5	normal
cell_type5_277	cell_type5	disease
cell_type5_278	cell_type5	normal
cell_type5_279	cell_type5	disease
cell_type5_280	cell_type5	normal
cell_type5_281	cell_type5	disease
cell_type5_282	cell_type5	disease
cell_type5_283	cell_type5	disease
cell_type5_284	cell_type5	normal
cell_type5_285	cell_type5	normal
cell_type5_286	cell_type5	normal
cell_type5_287	cell_type5	disease
cell_type5_288	cell_type5	disease
cell_type5_289	cell_type5	disease
cell_type5_290	cell_type5	normal
cell_type5_291	cell_type5	disease
cell_type5_292	cell_type5	disease
cell_type5_293	cell_type5	disease
cell_type5_294	cell_type5	disease
cell_type5_295	cell_type5	normal
cell_type5_296	cell_type5	disease
cell_type5_297	cell_type5	disease
cell_type5_298	cell_type5	normal
cell_type5_299	cell_type5	normal
cell_type5_300	cell_type5	disease
cell_type5_301	cell_type5	disease
cell_type5_302	cell_type5	normal
cell_type5_303	cell_type5	normal
cell_type5_304	cell_type5	disease
cell_type5_305	cell_type5	disease
cell_type5_306	cell_type5	normal
cell_type5_307	cell_type5	disease
cell_type5_308	cell_type5	disease
cell_type5_309	cell_type5	disease
cell_type5_310	cell_type5	normal
cell_type5_311	cell_type5	normal
cell_type5_312	cell_type5	disease
cell_type5_313	cell_type5	disease
cell_type5_314	cell_type5	disease
cell_type5_315	cell_type5	disease
cell_type5_316	cell_type5	disease
cell_type5_317	cell_type5	disease
cell_type5_318	cell_type5	normal
cell_type5_319	cell_type5	normal
cell_type5_320	cell_type5	disease
cell_type5_321	cell_type5	disease
cell_type5_322	cell_type5	disease
cell_type5_323	cell_type5	disease
cell_type5_324	cell_type5	disease
cell_type5_325	cell_type5	normal
cell_type5_326	cell_type5	normal
cell_type5_327	cell_type5	disease
cell_type5_328	cell_type5	disease
cell_type5_329	cell_type5	disease
cell_type5_330	cell_type5	disease
cell_type5_331	cell_type5	disease
cell_type5_332	cell_type5	disease
cell_type5_333	cell_type5	disease
cell_type5_334	cell_type5	disease
cell_type5_335	cell_type5	normal
cell_type5_336	cell_type5	disease
cell_type5_337	cell_type5	normal
cell_type5_338	cell_type5	disease
cell_type5_339	cell_type5	disease
cell_type5_340	cell_type5	disease
cell_type5_341	cell_type5	disease
cell_type5_342	cell_type5	disease
cell_type5_343	cell_type5	disease
cell_type5_344	cell_type5	normal
cell_type5_345	cell_type5	disease
cell_type5_346	cell_type5	disease
cell_type5_347	cell_type5	disease
cell_type5_348	cell_type5	normal
cell_type5_349	cell_type5	normal
cell_type5_350	cell_type5	disease
cell_type5_351	cell_type5	normal
cell_type5_352	cell_type5	disease
cell_type5_353	cell_type5	disease
cell_type5_354	cell_type5	disease
cell_type5_355	cell_type5	disease
cell_type5_356	cell_type5	normal
cell_type5_357	cell_type5	disease
cell_type5_358	cell_type5	disease
cell_type5_359	cell_type5	disease
cell_type5_360	cell_type5	disease
cell_type5_361	cell_type5	disease
cell_type5_362	cell_type5	disease
cell_type5_363	cell_type5	disease
cell_type5_364	cell_type5	disease
cell_type5_365	cell_type5	normal
cell_type5_366	cell_type5	normal
cell_type5_367	cell_type5	disease
cell_type5_368	cell_type5	normal
cell_type5_369	cell_type5	disease
cell_type5_370	cell_type5	disease
cell_type5_371	cell_type5	normal
cell_type5_372	cell_type5	disease
cell_type5_373	cell_type5	disease
cell_type5_374	cell_type5	normal
cell_type5_375	cell_type5	disease
cell_type5_376	cell_type5	disease
cell_type5_377	cell_type5	disease
cell_type5_378	cell_type5	normal
cell_type5_379	cell_type5	disease
cell_type5_380	cell_type5	disease
cell_type5_381	cell_type5	normal
cell_type5_382	cell_type5	disease
cell_type5_383	cell_type5	disease
cell_type5_384	cell_type5	normal
cell_type5_385	cell_type5	normal
cell_type5_386	cell_type5	disease
cell_type5_387	cell_type5	disease
cell_type5_388	cell_type5	disease
cell_type5_389	cell_type5	disease
cell_type5_390	cell_type5	disease
cell_type5_391	cell_type5	normal
cell_type5_392	cell_type5	disease
cell_type5_393	cell_type5	disease
cell_type5_394	cell_type5	disease
cell_type5_395	cell_type5	disease
cell_type5_396	cell_type5	normal
cell_type5_397	cell_type5	disease
cell_type5_398	cell_type5	normal
cell_type5_399	cell_type5	disease
cell_type5_400	cell_type5	normal
cell_type5_401	cell_type5	disease
cell_type5_402	cell_type5	normal
cell_type5_403	cell_type5	disease
cell_type5_404	cell_type5	normal
cell_type5_405	cell_type5	disease
cell_type5_406	cell_type5	disease
cell_type5_407	cell_type5	disease
cell_type5_408	cell_type5	disease
cell_type5_409	cell_type5	disease
cell_type5_410	cell_type5	disease
cell_type5_411	cell_type5	disease
cell_type5_412	cell_type5	disease
cell_type5_413	cell_type5	disease
cell_type5_414	cell_type5	disease
cell_type5_415	cell_type5	normal
cell_type5_416	cell_type5	disease
cell_type5_417	cell_type5	disease
cell_type5_418	cell_type5	disease
cell_type5_419	cell_type5	disease
cell_type5_420	cell_type5	disease
cell_type5_421	cell_type5	normal
cell_type5_422	cell_type5	disease
cell_type5_423	cell_type5	normal
cell_type5_424	cell_type5	normal
cell_type5_425	cell_type5	disease
cell_type5_426	cell_type5	disease
cell_type5_427	cell_type5	disease
cell_type5_428	cell_type5	normal
cell_type5_429	cell_type5	normal
cell_type5_430	cell_type5	normal
cell_type5_431	cell_type5	disease
cell_type5_432	cell_type5	normal
cell_type5_433	cell_type5	normal
cell_type5_434	cell_type5	disease
cell_type5_435	cell_type5	normal
cell_type5_436	cell_type5	disease
cell_type5_437	cell_type5	disease
cell_type5_438	cell_type5	disease
cell_type5_439	cell_type5	disease
cell_type5_440	cell_type5	disease
cell_type5_441	cell_type5	disease
cell_type5_442	cell_type5	disease
cell_type5_443	cell_type5	disease
cell_type5_444	cell_type5	disease
cell_type5_445	cell_type5	disease
cell_type5_446	cell_type5	disease
cell_type5_447	cell_type5	disease
cell_type5_448	cell_type5	disease
cell_type5_449	cell_type5	disease
cell_type5_450	cell_type5	normal
cell_type5_451	cell_type5	disease
cell_type5_452	cell_type5	disease
cell_type5_453	cell_type5	normal
cell_type5_454	cell_type5	disease
cell_type5_455	cell_type5	disease
cell_type5_456	cell_type5	disease
cell_type5_457	cell_type5	disease
cell_type5_458	cell_type5	normal
cell_type5_459	cell_type5	disease
cell_type5_460	cell_type5	disease
cell_type5_461	cell_type5	disease
cell_type5_462	cell_type5	normal
cell_type5_463	cell_type5	disease
cell_type5_464	cell_type5	disease
cell_type5_465	cell_type5	disease
cell_type5_466	cell_type5	normal
cell_type5_467	cell_type5	disease
cell_type5_468	cell_type5	disease
cell_type5_469	cell_type5	disease
cell_type5_470	cell_type5	disease
cell_type5_471	cell_type5	disease
cell_type5_472	cell_type5	disease
cell_type5_473	cell_type5	disease
cell_type5_474	cell_type5	disease
cell_type5_475	cell_type5	disease
cell_type5_476	cell_type5	disease
cell_type5_477	cell_type5	normal
cell_type5_478	cell_type5	disease
cell_type5_479	cell_type5	disease
cell_type5_480	cell_type5	normal
cell_type5_481	cell_type5	disease
cell_type5_482	cell_type5	normal
cell_type5_483	cell_type5	disease
cell_type5_484	cell_type5	normal
cell_type5_485	cell_type5	disease
cell_type5_486	cell_type5	disease
cell_type5_487	cell_type5	normal
cell_type5_488	cell_type5	disease
cell_type5_489	cell_type5	normal
cell_type5_490	cell_type5	disease
cell_type5_491	cell_type5	disease
cell_type5_492	cell_type5	disease
cell_type5_493	cell_type5	normal
cell_type5_494	cell_type5	disease
cell_type5_495	cell_type5	disease
cell_type5_496	cell_type5	disease
cell_type5_497	cell_type5	disease
cell_type5_498	cell_type5	disease
cell_type5_499	cell_type5	disease
cell_type5_500	cell_type5	disease
cell_type5_501	cell_type5	disease
cell_type5_502	cell_type5	disease
cell_type5_503	cell_type5	normal
cell_type5_504	cell_type5	normal
cell_type5_505	cell_type5	disease
cell_type5_506	cell_type5	normal
cell_type5_507	cell_type5	disease
cell_type5_508	cell_type5	disease
cell_type5_509	cell_type5	disease
cell_type5_510	cell_type5	disease
cell_type5_511	cell_type5	disease
cell_type5_512	cell_type5	normal
cell_type5_513	cell_type5	normal
cell_type5_514	cell_type5	disease
cell_type5_515	cell_type5	normal
cell_type5_516	cell_type5	disease
cell_type5_517	cell_type5	normal
cell_type5_518	cell_type5	disease
cell_type5_519	cell_type5	disease
cell_type5_520	cell_type5	normal
cell_type5_521	cell_type5	disease
cell_type5_522	cell_type5	disease
cell_type5_523	cell_type5	normal
cell_type5_524	cell_type5	disease
cell_type5_525	cell_type5	disease
cell_type5_526	cell_type5	disease
cell_type5_527	cell_type5	disease
cell_type5_528	cell_type5	disease
cell_type5_529	cell_type5	normal
cell_type5_530	cell_type5	disease
cell_type5_531	cell_type5	disease
cell_type5_532	cell_type5	disease
cell_type5_533	cell_type5	normal
cell_type5_534	cell_type5	disease
cell_type5_535	cell_type5	disease
cell_type5_536	cell_type5	normal
cell_type5_537	cell_type5	normal
cell_type5_538	cell_type5	normal
cell_type5_539	cell_type5	normal
cell_type5_540	cell_type5	disease
cell_type5_541	cell_type5	disease
cell_type5_542	cell_type5	disease
cell_type5_543	cell_type5	normal
cell_type5_544	cell_type5	normal
cell_type5_545	cell_type5	disease
cell_type5_546	cell_type5	disease
cell_type5_547	cell_type5	normal
cell_type5_548	cell_type5	disease
cell_type5_549	cell_type5	disease
cell_type5_550	cell_type5	disease
cell_type5_551	cell_type5	disease
cell_type5_552	cell_type5	normal
cell_type5_553	cell_type5	disease
cell_type5_554	cell_type5	disease
cell_type5_555	cell_type5	disease
cell_type5_556	cell_type5	disease
cell_type5_557	cell_type5	disease
cell_type5_558	cell_type5	disease
cell_type5_559	cell_type5	normal
cell_type5_560	cell_type5	disease
cell_type5_561	cell_type5	disease
cell_type5_562	cell_type5	disease
cell_type5_563	cell_type5	normal
cell_type5_564	cell_type5	disease
cell_type5_565	cell_type5	disease
cell_type5_566	cell_type5	disease
cell_type5_567	cell_type5	disease
cell_type5_568	cell_type5	disease
cell_type5_569	cell_type5	disease
cell_type5_570	cell_type5	disease
cell_type5_571	cell_type5	disease
cell_type5_572	cell_type5	normal
cell_type5_573	cell_type5	normal
cell_type5_574	cell_type5	disease
cell_type5_575	cell_type5	disease
cell_type5_576	cell_type5	disease
cell_type5_577	cell_type5	disease
cell_type5_578	cell_type5	disease
cell_type5_579	cell_type5	disease
cell_type5_580	cell_type5	normal
cell_type5_581	cell_type5	disease
cell_type5_582	cell_type5	disease
cell_type5_583	cell_type5	disease
cell_type5_584	cell_type5	disease
cell_type5_585	cell_type5	disease
cell_type5_586	cell_type5	normal
cell_type5_587	cell_type5	normal
cell_type5_588	cell_type5	disease
cell_type5_589	cell_type5	disease
cell_type5_590	cell_type5	normal
cell_type5_591	cell_type5	disease
cell_type5_592	cell_type5	disease
cell_type5_593	cell_type5	disease
cell_type5_594	cell_type5	normal
cell_type5_595	cell_type5	disease
cell_type5_596	cell_type5	normal
cell_type5_597	cell_type5	disease
cell_type5_598	cell_type5	disease
cell_type5_599	cell_type5	disease
cell_type5_600	cell_type5	disease
cell_type5_601	cell_type5	disease
cell_type5_602	cell_type5	disease
cell_type5_603	cell_type5	normal
cell_type5_604	cell_type5	disease
cell_type5_605	cell_type5	disease
cell_type5_606	cell_type5	normal
cell_type5_607	cell_type5	normal
cell_type5_608	cell_type5	disease
cell_type5_609	cell_type5	disease
cell_type5_610	cell_type5	normal
cell_type5_611	cell_type5	disease
cell_type5_612	cell_type5	normal
cell_type5_613	cell_type5	normal
cell_type5_614	cell_type5	disease
cell_type5_615	cell_type5	disease
cell_type5_616	cell_type5	disease
cell_type5_617	cell_type5	normal
cell_type5_618	cell_type5	disease
cell_type5_619	cell_type5	disease
cell_type5_620	cell_type5	disease
cell_type5_621	cell_type5	disease
cell_type5_622	cell_type5	normal
cell_type5_623	cell_type5	disease
cell_type5_624	cell_type5	disease
cell_type5_625	cell_type5	disease
cell_type5_626	cell_type5	normal
cell_type5_627	cell_type5	disease
cell_type5_628	cell_type5	disease
cell_type5_629	cell_type5	normal
cell_type5_630	cell_type5	disease
cell_type5_631	cell_type5	disease
cell_type5_632	cell_type5	normal
cell_type5_633	cell_type5	disease
cell_type5_634	cell_type5	normal
cell_type5_635	cell_type5	disease
cell_type5_636	cell_type5	disease
cell_type5_637	cell_type5	disease
cell_type5_638	cell_type5	normal
cell_type5_639	cell_type5	normal
cell_type5_640	cell_type5	disease
cell_type5_641	cell_type5	disease
cell_type5_642	cell_type5	disease
cell_type5_643	cell_type5	normal
cell_type5_644	cell_type5	disease
cell_type5_645	cell_type5	disease
cell_type5_646	cell_type5	disease
cell_type5_647	cell_type5	normal
cell_type5_648	cell_type5	disease
cell_type5_649	cell_type5	disease
cell_type5_650	cell_type5	disease
cell_type5_651	cell_type5	disease
cell_type5_652	cell_type5	disease
cell_type6_1	cell_type6	disease
cell_type6_2	cell_type6	normal
cell_type6_3	cell_type6	disease
cell_type6_4	cell_type6	normal
cell_type6_5	cell_type6	normal
cell_type6_6	cell_type6	disease
cell_type6_7	cell_type6	normal
cell_type6_8	cell_type6	normal
cell_type6_9	cell_type6	normal
cell_type6_10	cell_type6	disease
cell_type6_11	cell_type6	normal
cell_type6_12	cell_type6	disease
cell_type6_13	cell_type6	disease
cell_type6_14	cell_type6	disease
cell_type6_15	cell_type6	normal
cell_type6_16	cell_type6	disease
cell_type6_17	cell_type6	disease
cell_type6_18	cell_type6	disease
cell_type6_19	cell_type6	normal
cell_type6_20	cell_type6	disease
cell_type6_21	cell_type6	normal
cell_type6_22	cell_type6	disease
cell_type6_23	cell_type6	disease
cell_type6_24	cell_type6	normal
cell_type6_25	cell_type6	normal
cell_type6_26	cell_type6	disease
cell_type6_27	cell_type6	disease
cell_type6_28	cell_type6	disease
cell_type6_29	cell_type6	disease
cell_type6_30	cell_type6	disease
cell_type6_31	cell_type6	normal
cell_type6_32	cell_type6	disease
cell_type6_33	cell_type6	disease
cell_type6_34	cell_type6	disease
cell_type6_35	cell_type6	disease
cell_type6_36	cell_type6	disease
cell_type6_37	cell_type6	normal
cell_type6_38	cell_type6	disease
cell_type6_39	cell_type6	disease
cell_type6_40	cell_type6	disease
cell_type6_41	cell_type6	disease
cell_type6_42	cell_type6	disease
cell_type6_43	cell_type6	disease
cell_type6_44	cell_type6	disease
cell_type6_45	cell_type6	disease
cell_type6_46	cell_type6	normal
cell_type6_47	cell_type6	normal
cell_type6_48	cell_type6	normal
cell_type6_49	cell_type6	disease
cell_type6_50	cell_type6	disease
cell_type6_51	cell_type6	disease
cell_type6_52	cell_type6	disease
cell_type6_53	cell_type6	normal
cell_type6_54	cell_type6	disease
cell_type6_55	cell_type6	disease
cell_type6_56	cell_type6	normal
cell_type6_57	cell_type6	disease
cell_type6_58	cell_type6	disease
cell_type6_59	cell_type6	disease
cell_type6_60	cell_type6	disease
cell_type6_61	cell_type6	normal
cell_type6_62	cell_type6	disease
cell_type6_63	cell_type6	normal
cell_type6_64	cell_type6	disease
cell_type6_65	cell_type6	disease
cell_type6_66	cell_type6	disease
cell_type6_67	cell_type6	disease
cell_type6_68	cell_type6	disease
cell_type6_69	cell_type6	disease
cell_type6_70	cell_type6	normal
cell_type6_71	cell_type6	normal
cell_type6_72	cell_type6	disease
cell_type6_73	cell_type6	disease
cell_type6_74	cell_type6	normal
cell_type6_75	cell_type6	disease
cell_type6_76	cell_type6	disease
cell_type6_77	cell_type6	disease
cell_type6_78	cell_type6	normal
cell_type6_79	cell_type6	normal
cell_type6_80	cell_type6	disease
cell_type6_81	cell_type6	disease
cell_type6_82	cell_type6	normal
cell_type6_83	cell_type6	disease
cell_type6_84	cell_type6	disease
cell_type6_85	cell_type6	disease
cell_type6_86	cell_type6	disease
cell_type6_87	cell_type6	disease
cell_type6_88	cell_type6	disease
cell_type6_89	cell_type6	normal
cell_type6_90	cell_type6	normal
cell_type6_91	cell_type6	disease
cell_type6_92	cell_type6	normal
cell_type6_93	cell_type6	disease
cell_type6_94	cell_type6	normal
cell_type6_95	cell_type6	disease
cell_type6_96	cell_type6	normal
cell_type6_97	cell_type6	disease
cell_type6_98	cell_type6	disease
cell_type6_99	cell_type6	disease
cell_type6_100	cell_type6	disease
cell_type6_101	cell_type6	normal
cell_type6_102	cell_type6	disease
cell_type6_103	cell_type6	disease
cell_type6_104	cell_type6	disease
cell_type6_105	cell_type6	normal
cell_type6_106	cell_type6	disease
cell_type6_107	cell_type6	disease
cell_type6_108	cell_type6	normal
cell_type6_109	cell_type6	normal
cell_type6_110	cell_type6	disease
cell_type6_111	cell_type6	normal
cell_type6_112	cell_type6	disease
cell_type6_113	cell_type6	disease
cell_type6_114	cell_type6	disease
cell_type6_115	cell_type6	normal
cell_type6_116	cell_type6	disease
cell_type6_117	cell_type6	normal
cell_type6_118	cell_type6	disease
cell_type6_119	cell_type6	normal
cell_type6_120	cell_type6	normal
cell_type6_121	cell_type6	disease
cell_type6_122	cell_type6	normal
cell_type6_123	cell_type6	disease
cell_type6_124	cell_type6	disease
cell_type6_125	cell_type6	normal
cell_type6_126	cell_type6	disease
cell_type6_127	cell_type6	disease
cell_type6_128	cell_type6	disease
cell_type6_129	cell_type6	normal
cell_type6_130	cell_type6	disease
cell_type6_131	cell_type6	normal
cell_type6_132	cell_type6	normal
cell_type6_133	cell_type6	normal
cell_type6_134	cell_type6	normal
cell_type6_135	cell_type6	disease
cell_type6_136	cell_type6	disease
cell_type6_137	cell_type6	disease
cell_type6_138	cell_type6	disease
cell_type6_139	cell_type6	normal
cell_type6_140	cell_type6	normal
cell_type6_141	cell_type6	disease
cell_type6_142	cell_type6	disease
cell_type6_143	cell_type6	normal
cell_type6_144	cell_type6	disease
cell_type6_145	cell_type6	normal
cell_type6_146	cell_type6	disease
cell_type6_147	cell_type6	disease
cell_type6_148	cell_type6	normal
cell_type6_149	cell_type6	normal
cell_type6_150	cell_type6	disease
cell_type6_151	cell_type6	disease
cell_type6_152	cell_type6	disease
cell_type6_153	cell_type6	disease
cell_type6_154	cell_type6	normal
cell_type6_155	cell_type6	disease
cell_type6_156	cell_type6	disease
cell_type6_157	cell_type6	disease
cell_type6_158	cell_type6	disease
cell_type6_159	cell_type6	disease
cell_type6_160	cell_type6	normal
cell_type6_161	cell_type6	disease
cell_type6_162	cell_type6	disease
cell_type6_163	cell_type6	disease
cell_type6_164	cell_type6	disease
cell_type6_165	cell_type6	normal
cell_type6_166	cell_type6	normal
cell_type6_167	cell_type6	disease
cell_type6_168	cell_type6	disease
cell_type6_169	cell_type6	normal
cell_type6_170	cell_type6	disease
cell_type6_171	cell_type6	disease
cell_type6_172	cell_type6	disease
cell_type6_173	cell_type6	disease
cell_type6_174	cell_type6	disease
cell_type6_175	cell_type6	disease
cell_type6_176	cell_type6	disease
cell_type6_177	cell_type6	disease
cell_type6_178	cell_type6	disease
cell_type6_179	cell_type6	disease
cell_type6_180	cell_type6	disease
cell_type6_181	cell_type6	disease
cell_type6_182	cell_type6	disease
cell_type6_183	cell_type6	disease
cell_type6_184	cell_type6	disease
cell_type6_185	cell_type6	disease
cell_type6_186	cell_type6	normal
cell_type6_187	cell_type6	disease
cell_type6_188	cell_type6	disease
cell_type6_189	cell_type6	disease
cell_type6_190	cell_type6	normal
cell_type6_191	cell_type6	normal
cell_type6_192	cell_type6	normal
cell_type6_193	cell_type6	normal
cell_type6_194	cell_type6	normal
cell_type6_195	cell_type6	disease
cell_type6_196	cell_type6	disease
cell_type6_197	cell_type6	disease
cell_type6_198	cell_type6	disease
cell_type6_199	cell_type6	disease
cell_type6_200	cell_type6	normal
cell_type6_201	cell_type6	disease
cell_type6_202	cell_type6	disease
cell_type6_203	cell_type6	normal
cell_type6_204	cell_type6	disease
cell_type6_205	cell_type6	disease
cell_type6_206	cell_type6	disease
cell_type6_207	cell_type6	disease
cell_type6_208	cell_type6	disease
cell_type6_209	cell_type6	normal
cell_type6_210	cell_type6	disease
cell_type6_211	cell_type6	disease
cell_type6_212	cell_type6	normal
cell_type6_213	cell_type6	normal
cell_type6_214	cell_type6	normal
cell_type6_215	cell_type6	normal
cell_type6_216	cell_type6	disease
cell_type6_217	cell_type6	disease
cell_type6_218	cell_type6	disease
cell_type6_219	cell_type6	normal
cell_type6_220	cell_type6	disease
cell_type6_221	cell_type6	normal
cell_type6_222	cell_type6	disease
cell_type6_223	cell_type6	disease
cell_type6_224	cell_type6	disease
cell_type6_225	cell_type6	disease
cell_type6_226	cell_type6	disease
cell_type6_227	cell_type6	disease
cell_type6_228	cell_type6	disease
cell_type6_229	cell_type6	disease
cell_type6_230	cell_type6	disease
cell_type6_231	cell_type6	disease
cell_type6_232	cell_type6	disease
cell_type6_233	cell_type6	normal
cell_type6_234	cell_type6	normal
cell_type6_235	cell_type6	disease
cell_type6_236	cell_type6	disease
cell_type6_237	cell_type6	disease
cell_type6_238	cell_type6	disease
cell_type6_239	cell_type6	normal
cell_type6_240	cell_type6	normal
cell_type6_241	cell_type6	disease
cell_type6_242	cell_type6	disease
cell_type6_243	cell_type6	disease
cell_type6_244	cell_type6	disease
cell_type6_245	cell_type6	normal
cell_type6_246	cell_type6	normal
cell_type6_247	cell_type6	disease
cell_type6_248	cell_type6	disease
cell_type6_249	cell_type6	disease
cell_type6_250	cell_type6	disease
cell_type6_251	cell_type6	disease
cell_type6_252	cell_type6	disease
cell_type6_253	cell_type6	normal
cell_type6_254	cell_type6	disease
cell_type6_255	cell_type6	disease
cell_type6_256	cell_type6	disease
cell_type6_257	cell_type6	disease
cell_type6_258	cell_type6	normal
cell_type6_259	cell_type6	normal
cell_type6_260	cell_type6	disease
cell_type6_261	cell_type6	disease
cell_type6_262	cell_type6	disease
cell_type6_263	cell_type6	disease
cell_type6_264	cell_type6	disease
cell_type6_265	cell_type6	normal
cell_type6_266	cell_type6	normal
cell_type6_267	cell_type6	disease
cell_type6_268	cell_type6	disease
cell_type6_269	cell_type6	disease
cell_type6_270	cell_type6	normal
cell_type6_271	cell_type6	disease
cell_type6_272	cell_type6	normal
cell_type6_273	cell_type6	normal
cell_type6_274	cell_type6	normal
cell_type6_275	cell_type6	normal
cell_type6_276	cell_type6	disease
cell_type6_277	cell_type6	normal
cell_type6_278	cell_type6	disease
cell_type6_279	cell_type6	normal
cell_type6_280	cell_type6	disease
cell_type6_281	cell_type6	disease
cell_type6_282	cell_type6	disease
cell_type6_283	cell_type6	normal
cell_type6_284	cell_type6	disease
cell_type6_285	cell_type6	disease
cell_type6_286	cell_type6	disease
cell_type6_287	cell_type6	disease
cell_type6_288	cell_type6	disease
cell_type6_289	cell_type6	disease
cell_type6_290	cell_type6	disease
cell_type6_291	cell_type6	disease
cell_type6_292	cell_type6	disease
cell_type6_293	cell_type6	disease
cell_type6_294	cell_type6	disease
cell_type6_295	cell_type6	normal
cell_type6_296	cell_type6	normal
cell_type6_297	cell_type6	disease
cell_type6_298	cell_type6	disease
cell_type6_299	cell_type6	normal
cell_type6_300	cell_type6	normal
cell_type6_301	cell_type6	disease
cell_type6_302	cell_type6	disease
